customer_id,age,tenure_months,contract_type,payment_method,paperless_billing,international_plan,avg_monthly_gb,support_tickets_6m,outages_3m,late_payments_12m,app_sessions_30d,add_ons,monthly_charges,total_charges,churn
C107256,21,66,month-to-month,mailed-check,yes,no,22.95,1,0,0,11,1,63.65,4240.21,0
C107257,36,46,month-to-month,electronic-check,no,no,39.45,1,0,1,22,0,58.03,2772.41,0
C107258,23,10,two-year,electronic-check,yes,yes,8.68,2,0,1,15,0,71.53,780.12,0
C107259,42,13,two-year,bank-transfer,no,no,2.83,0,0,1,10,1,65.52,916.48,1
C107260,40,14,two-year,bank-transfer,no,no,16.2,3,1,0,9,1,65.04,993.13,1
C107261,35,7,month-to-month,bank-transfer,no,no,34.96,0,0,0,19,0,66.0,549.19,0
C107262,52,55,one-year,mailed-check,yes,no,24.29,1,1,1,15,1,81.19,4545.42,0
C107263,32,70,month-to-month,electronic-check,no,no,19.57,1,0,0,11,1,50.81,3607.78,0
C107264,43,37,one-year,credit-card,yes,no,67.57,0,1,0,17,0,51.07,1913.5,0
C107265,49,43,two-year,credit-card,no,no,,1,0,1,21,1,69.7,3073.58,0
C107266,21,56,month-to-month,mailed-check,yes,no,37.54,0,0,2,18,0,57.22,3272.46,0
C107267,30,30,two-year,credit-card,yes,yes,18.7,0,0,0,14,3,72.79,2291.68,0
C107268,40,34,one-year,bank-transfer,yes,no,109.79,0,2,0,18,0,38.09,1374.02,0
C107269,47,42,month-to-month,mailed-check,no,no,9.34,0,2,1,13,2,61.27,2612.09,0
C107270,56,22,month-to-month,bank-transfer,yes,no,45.37,0,0,0,17,1,70.4,1655.71,0
C107271,36,4,two-year,electronic-check,yes,yes,47.62,1,0,1,14,2,94.07,433.44,1
C107272,35,41,month-to-month,electronic-check,yes,no,15.35,0,0,1,22,1,63.8,2688.83,1
C107273,29,60,month-to-month,bank-transfer,no,no,54.61,0,0,0,19,1,68.45,4216.94,0
C107274,43,5,month-to-month,credit-card,yes,yes,8.7,1,0,1,12,2,62.63,421.58,0
C107275,35,15,two-year,mailed-check,yes,no,29.78,0,0,0,12,0,56.81,927.8,0
C107276,36,19,month-to-month,electronic-check,no,no,43.67,2,0,1,21,3,78.88,1618.24,0
C107277,38,58,two-year,electronic-check,yes,no,28.78,0,0,2,12,2,80.69,4775.27,0
C107278,46,36,one-year,mailed-check,yes,no,6.05,0,0,2,12,3,85.27,3138.04,0
C107279,32,39,month-to-month,bank-transfer,yes,no,43.07,1,0,1,12,3,99.64,4028.62,0
C107280,30,47,month-to-month,electronic-check,yes,no,52.91,1,0,0,14,0,61.56,2872.49,0
C107281,44,20,one-year,electronic-check,yes,no,25.86,0,0,1,20,3,88.34,1874.5,0
C107282,18,52,month-to-month,bank-transfer,yes,yes,4.45,1,0,0,15,1,48.49,2555.06,0
C107283,32,2,month-to-month,electronic-check,yes,yes,24.75,0,0,2,19,1,71.97,216.69,0
C107284,25,8,month-to-month,mailed-check,yes,no,14.28,1,0,1,16,0,64.73,664.42,0
C107285,53,59,two-year,bank-transfer,yes,yes,23.74,0,0,0,17,0,57.8,3490.87,1
C107286,34,48,one-year,electronic-check,yes,no,37.01,0,1,1,24,0,56.69,2756.91,0
C107287,32,12,month-to-month,mailed-check,yes,no,,4,1,0,8,0,53.35,630.59,0
C107288,38,32,month-to-month,electronic-check,no,yes,60.23,1,0,0,13,1,86.96,2841.23,1
C107289,32,3,month-to-month,electronic-check,yes,no,18.04,0,0,0,11,2,53.97,248.84,0
C107290,34,49,one-year,credit-card,no,no,26.24,1,1,0,19,2,85.84,4275.47,0
C107291,40,55,month-to-month,bank-transfer,no,no,15.57,2,0,1,10,0,60.77,3399.03,0
C107292,34,20,two-year,electronic-check,yes,no,37.0,0,0,1,10,2,64.77,1349.96,0
C107293,34,25,two-year,electronic-check,no,yes,60.21,2,0,2,17,1,75.03,1918.06,0
C107294,27,17,month-to-month,electronic-check,no,no,12.01,1,1,1,18,0,60.67,1155.5,1
C107295,25,28,two-year,credit-card,yes,no,33.63,0,0,0,9,1,53.58,1561.33,0
C107296,40,19,one-year,bank-transfer,yes,no,13.46,0,0,1,9,0,68.52,1385.51,0
C107297,43,18,one-year,bank-transfer,no,no,36.39,1,1,1,14,1,69.36,1382.1,0
C107298,22,31,month-to-month,electronic-check,yes,no,23.32,1,0,3,17,0,47.04,1499.18,0
C107299,48,62,two-year,credit-card,yes,no,41.97,2,0,1,18,1,83.12,5220.37,0
C107300,48,55,month-to-month,credit-card,yes,no,27.85,0,0,1,14,2,83.86,4698.31,1
C107301,51,21,two-year,electronic-check,yes,no,83.01,0,0,2,26,1,72.38,1544.96,1
C107302,43,68,month-to-month,mailed-check,yes,no,15.68,1,0,1,10,1,77.48,5353.77,0
C107303,47,15,month-to-month,mailed-check,no,yes,7.39,2,0,2,10,3,78.1,1247.73,1
C107304,65,66,two-year,bank-transfer,yes,no,14.66,0,0,2,18,2,82.31,5507.28,0
C107305,35,22,month-to-month,mailed-check,yes,no,14.86,0,1,1,17,0,65.58,1546.09,1
C107306,26,39,month-to-month,electronic-check,yes,no,21.14,2,0,1,16,3,81.46,3265.19,0
C107307,21,14,two-year,bank-transfer,no,yes,17.04,1,0,1,13,0,54.16,823.62,0
C107308,60,55,month-to-month,bank-transfer,yes,no,26.25,2,0,1,15,1,60.56,3403.86,0
C107309,60,23,two-year,mailed-check,yes,no,4.79,1,0,1,19,2,91.0,2199.01,0
C107310,28,63,two-year,mailed-check,no,no,16.97,0,1,5,11,1,48.85,3117.7,0
C107311,30,6,month-to-month,electronic-check,no,no,16.83,1,1,1,16,2,83.78,532.35,1
C107312,35,36,one-year,mailed-check,yes,yes,38.44,0,0,0,14,1,83.34,3054.19,0
C107313,54,11,two-year,credit-card,no,no,10.68,0,0,1,16,2,54.43,642.73,0
C107314,24,64,two-year,bank-transfer,yes,no,10.24,0,0,1,12,1,65.49,4280.25,0
C107315,18,30,month-to-month,credit-card,yes,no,22.95,0,1,1,15,3,104.3,3247.62,0
C107316,65,49,one-year,bank-transfer,yes,no,40.09,2,1,0,13,1,59.09,3001.43,0
C107317,43,64,one-year,credit-card,yes,no,0.99,1,0,1,15,1,68.67,4465.42,0
C107318,44,39,month-to-month,mailed-check,no,no,37.21,0,0,0,13,1,64.55,2673.75,0
C107319,37,4,one-year,electronic-check,yes,no,33.35,0,0,0,17,0,45.65,271.0,0
C107320,45,16,month-to-month,credit-card,yes,no,21.35,0,0,1,19,0,51.79,855.81,0
C107321,21,15,month-to-month,bank-transfer,yes,no,25.56,0,1,0,12,0,48.84,776.76,0
C107322,29,66,month-to-month,credit-card,yes,no,45.51,1,0,1,11,2,60.34,4026.3,0
C107323,40,66,two-year,bank-transfer,no,no,14.77,0,0,0,13,0,73.25,4931.69,0
C107324,18,34,month-to-month,mailed-check,no,no,6.79,1,1,1,20,2,86.58,3050.45,1
C107325,35,64,month-to-month,electronic-check,yes,yes,33.49,2,0,0,13,3,83.42,5446.49,1
C107326,35,17,month-to-month,mailed-check,yes,no,31.54,0,1,1,24,0,51.2,851.71,0
C107327,35,49,month-to-month,bank-transfer,yes,no,3.05,1,0,0,14,0,50.12,2479.02,0
C107328,32,28,two-year,credit-card,no,no,61.93,2,1,3,18,2,63.96,1820.83,0
C107329,27,17,month-to-month,credit-card,yes,no,30.11,1,1,0,13,3,78.91,1423.65,0
C107330,18,18,month-to-month,mailed-check,yes,no,11.26,1,1,0,11,2,55.95,1027.12,0
C107331,41,30,two-year,mailed-check,no,no,31.89,1,2,0,14,0,65.34,2003.85,0
C107332,35,24,month-to-month,electronic-check,no,no,28.91,0,0,1,16,1,39.72,,0
C107333,22,15,month-to-month,mailed-check,yes,no,16.45,0,1,0,21,0,58.41,940.14,0
C107334,40,24,two-year,credit-card,no,no,25.35,0,0,0,14,1,53.53,1401.76,1
C107335,35,9,one-year,bank-transfer,yes,yes,25.5,1,1,2,12,1,75.57,782.26,1
C107336,33,70,month-to-month,mailed-check,no,no,23.41,2,0,2,18,2,72.21,5163.06,1
C107337,18,27,one-year,credit-card,yes,no,21.95,0,0,3,15,3,93.55,2690.4,0
C107338,47,7,one-year,electronic-check,no,no,29.14,0,2,1,16,0,49.28,422.89,0
C107339,24,42,one-year,credit-card,no,yes,26.08,1,1,0,20,3,106.21,4584.18,0
C107340,40,64,month-to-month,bank-transfer,no,yes,14.85,2,0,1,21,2,58.4,3734.92,0
C107341,29,26,two-year,electronic-check,yes,no,9.41,1,0,0,7,2,62.71,1727.76,0
C107342,34,61,one-year,bank-transfer,no,no,25.25,3,0,2,16,3,71.77,4432.72,0
C107343,53,44,one-year,electronic-check,yes,no,37.02,1,1,1,18,0,56.41,2552.79,0
C107344,45,53,two-year,bank-transfer,yes,no,24.55,2,1,2,15,1,68.39,3719.84,1
C107345,53,21,two-year,electronic-check,yes,no,14.64,0,0,0,13,3,65.15,1426.53,0
C107346,43,2,one-year,electronic-check,no,no,4.52,1,0,0,12,1,48.54,149.23,1
C107347,44,25,month-to-month,bank-transfer,yes,yes,63.23,1,0,1,12,0,45.48,1126.68,1
C107348,18,67,month-to-month,mailed-check,yes,no,30.64,0,0,1,23,2,59.1,3979.0,0
C107349,35,57,one-year,electronic-check,no,no,29.09,2,0,0,17,3,77.06,4470.1,1
C107350,36,57,month-to-month,credit-card,no,no,16.55,1,0,0,14,1,88.96,5089.66,0
C107351,54,64,one-year,electronic-check,yes,no,4.71,0,1,1,10,2,68.29,4496.5,1
C107352,33,27,one-year,bank-transfer,yes,no,13.87,0,0,1,14,1,57.3,1598.9,0
C107353,42,23,one-year,bank-transfer,yes,no,56.87,3,0,0,11,3,85.89,2073.19,0
C107354,42,67,month-to-month,electronic-check,yes,no,7.7,1,1,0,17,0,36.76,2446.32,0
C107355,53,41,two-year,credit-card,yes,no,3.76,2,0,1,10,1,45.41,1881.64,0
C107356,37,21,one-year,mailed-check,no,yes,62.67,1,0,0,17,1,56.38,1228.44,0
C107357,49,20,month-to-month,electronic-check,no,no,11.42,0,0,1,20,2,56.22,1109.81,0
C107358,19,64,one-year,mailed-check,yes,no,19.66,2,1,0,15,0,66.46,4331.26,0
C107359,20,3,month-to-month,bank-transfer,yes,no,29.41,0,0,0,18,0,79.46,359.11,0
C107360,18,4,one-year,electronic-check,yes,no,,1,1,0,19,2,81.89,408.49,0
C107361,48,53,month-to-month,electronic-check,no,no,55.99,0,0,0,11,0,48.85,2640.98,0
C107362,47,0,one-year,mailed-check,no,no,21.51,3,0,0,22,1,67.91,60.4,0
C107363,50,12,month-to-month,bank-transfer,yes,yes,14.57,1,0,1,12,1,67.95,853.9,0
C107364,31,72,month-to-month,electronic-check,no,no,8.64,0,0,1,20,3,88.47,6458.94,0
C107365,32,31,month-to-month,mailed-check,yes,no,30.97,0,1,2,15,3,84.05,2693.05,0
C107366,38,53,month-to-month,electronic-check,no,no,24.66,1,1,2,17,0,42.1,2292.43,0
C107367,56,35,two-year,electronic-check,no,no,4.36,0,1,0,9,0,57.06,2024.59,0
C107368,59,6,two-year,bank-transfer,yes,no,19.58,0,0,0,12,0,55.54,387.72,0
C107369,49,13,month-to-month,electronic-check,no,no,25.12,0,0,1,8,2,64.77,887.4,1
C107370,43,55,month-to-month,electronic-check,yes,no,32.9,1,0,3,10,1,44.55,2482.68,0
C107371,55,6,one-year,electronic-check,yes,yes,10.09,1,0,1,8,0,38.1,277.26,0
C107372,36,43,month-to-month,bank-transfer,no,no,25.65,0,0,1,7,1,79.46,3417.84,0
C107373,34,25,month-to-month,bank-transfer,yes,no,8.41,0,0,0,19,1,73.37,1942.59,0
C107374,37,27,month-to-month,mailed-check,yes,yes,29.46,3,0,0,11,0,43.06,1215.86,1
C107375,27,69,one-year,bank-transfer,yes,yes,19.1,1,0,1,16,1,43.51,3091.57,0
C107376,37,44,two-year,bank-transfer,no,yes,79.65,0,1,1,16,0,60.12,2622.69,0
C107377,26,44,month-to-month,electronic-check,no,no,11.74,0,0,2,15,1,64.13,2915.32,0
C107378,51,25,two-year,,no,no,15.71,0,0,0,15,2,50.49,1277.34,0
C107379,46,27,two-year,electronic-check,no,no,4.64,1,0,0,20,2,88.53,2508.02,0
C107380,56,50,two-year,credit-card,no,no,22.22,0,0,2,12,0,71.22,3659.8,0
C107381,19,2,one-year,electronic-check,no,no,17.33,1,0,0,15,0,43.08,192.21,0
C107382,62,17,two-year,electronic-check,no,no,23.88,0,1,0,12,3,91.91,1668.04,0
C107383,20,43,one-year,mailed-check,yes,no,21.34,0,0,2,15,0,59.03,2524.85,0
C107384,25,45,two-year,mailed-check,no,no,80.6,1,0,1,16,0,68.53,3133.99,0
C107385,32,6,month-to-month,credit-card,yes,no,31.4,1,1,0,15,0,46.77,341.57,0
C107386,55,57,one-year,mailed-check,yes,no,38.75,1,3,0,11,1,74.45,4320.23,0
C107387,42,39,one-year,electronic-check,yes,no,24.41,1,0,2,16,3,112.45,4459.4,0
C107388,36,17,month-to-month,bank-transfer,yes,yes,27.21,0,1,2,27,2,83.16,1520.74,0
C107389,29,54,month-to-month,bank-transfer,no,no,23.75,2,0,0,15,1,71.82,4038.82,0
C107390,22,72,month-to-month,credit-card,yes,no,24.07,1,0,1,19,1,44.11,3223.57,1
C107391,53,30,month-to-month,bank-transfer,no,no,14.57,1,1,1,16,0,66.12,,1
C107392,49,20,month-to-month,mailed-check,yes,no,38.09,2,1,0,10,1,69.46,1469.8,0
C107393,55,21,month-to-month,electronic-check,no,no,83.87,0,1,1,21,0,50.25,1075.39,0
C107394,44,43,month-to-month,credit-card,yes,no,24.37,2,1,1,20,0,52.58,2265.42,0
C107395,18,3,one-year,bank-transfer,no,no,10.57,1,1,1,14,1,62.02,255.63,0
C107396,24,35,month-to-month,electronic-check,yes,no,44.11,0,0,0,17,3,87.91,3171.97,0
C107397,45,1,month-to-month,mailed-check,no,yes,62.36,0,0,1,19,1,49.43,85.45,0
C107398,35,2,month-to-month,bank-transfer,no,yes,15.26,1,0,1,14,0,56.54,170.84,1
C107399,32,31,month-to-month,electronic-check,no,yes,8.64,1,0,0,17,1,82.77,2611.22,0
C107400,26,54,month-to-month,bank-transfer,no,no,35.39,1,0,2,18,2,87.41,4805.07,1
C107401,50,64,two-year,bank-transfer,yes,no,24.94,0,3,1,21,0,43.59,2833.69,0
C107402,44,6,month-to-month,electronic-check,yes,no,33.22,3,0,2,21,1,68.58,455.91,1
C107403,45,17,month-to-month,credit-card,yes,yes,23.05,2,0,2,12,2,85.73,1503.36,1
C107404,31,30,one-year,credit-card,yes,no,19.59,1,0,0,11,0,31.38,927.24,0
C107405,41,41,two-year,electronic-check,yes,no,11.19,0,1,1,10,1,71.68,3083.45,0
C107406,23,72,month-to-month,mailed-check,no,no,30.31,3,0,3,14,0,57.0,4120.99,1
C107407,37,49,month-to-month,credit-card,no,no,7.51,0,0,1,17,0,36.62,1835.89,0
C107408,18,39,one-year,mailed-check,no,no,37.98,3,0,1,20,1,88.43,3564.93,0
C107409,20,4,month-to-month,credit-card,no,no,36.31,0,0,1,19,1,71.34,396.05,1
C107410,35,5,month-to-month,electronic-check,yes,no,29.51,0,1,2,18,1,65.24,462.7,0
C107411,68,11,two-year,bank-transfer,yes,yes,51.62,0,0,0,19,2,60.99,684.89,0
C107412,18,48,two-year,bank-transfer,no,no,18.3,1,0,0,16,2,77.62,3800.45,1
C107413,24,24,one-year,electronic-check,yes,no,17.81,1,0,3,14,0,61.09,1493.02,1
C107414,42,17,month-to-month,bank-transfer,yes,no,16.81,0,1,1,14,0,71.95,,1
C107415,60,48,one-year,electronic-check,no,yes,25.79,1,1,0,18,2,73.45,3569.36,1
C107416,41,59,two-year,electronic-check,yes,no,20.83,0,0,0,15,2,57.4,3445.89,0
C107417,47,32,two-year,electronic-check,yes,yes,16.37,0,0,0,17,3,72.47,2356.07,0
C107418,35,64,month-to-month,electronic-check,yes,no,17.45,0,2,3,11,1,66.3,4267.55,0
C107419,33,53,month-to-month,electronic-check,no,yes,28.6,2,2,0,9,2,94.17,5051.36,1
C107420,40,52,month-to-month,mailed-check,yes,no,48.34,0,1,1,20,1,71.55,3749.82,1
C107421,31,63,two-year,electronic-check,no,yes,14.3,0,0,0,14,1,70.81,4543.37,0
C107422,48,13,month-to-month,electronic-check,yes,yes,2.66,0,0,0,13,3,69.93,966.48,0
C107423,20,55,month-to-month,electronic-check,no,yes,34.86,0,0,1,17,1,74.2,4159.58,0
C107424,50,69,month-to-month,credit-card,no,no,10.6,0,1,0,13,1,58.27,4023.8,0
C107425,39,72,month-to-month,electronic-check,yes,no,48.25,3,0,0,13,2,73.04,5338.22,0
C107426,36,42,two-year,bank-transfer,no,yes,38.92,1,0,0,19,1,75.46,3230.25,0
C107427,19,55,month-to-month,electronic-check,yes,no,41.23,1,0,0,16,0,57.31,,1
C107428,27,64,month-to-month,electronic-check,yes,no,23.86,0,0,1,13,0,69.67,4597.83,0
C107429,53,62,one-year,mailed-check,yes,yes,46.63,1,0,0,17,0,74.49,4708.09,1
C107430,36,65,one-year,mailed-check,yes,no,30.09,2,0,0,14,1,83.78,5554.97,0
C107431,42,60,one-year,mailed-check,no,no,28.44,0,0,0,17,1,65.01,3954.94,1
C107432,28,27,two-year,bank-transfer,no,no,25.18,1,0,1,21,1,57.74,1627.44,0
C107433,39,53,month-to-month,electronic-check,no,no,32.31,1,0,2,20,1,55.98,3010.21,1
C107434,23,29,month-to-month,electronic-check,yes,no,6.4,0,0,2,23,0,61.91,1860.58,0
C107435,40,58,month-to-month,credit-card,no,no,16.22,0,0,1,13,1,70.41,4142.08,0
C107436,43,59,one-year,electronic-check,yes,no,16.25,1,1,0,12,1,65.67,3950.19,0
C107437,43,68,two-year,credit-card,yes,no,21.3,0,0,1,23,2,69.44,4807.38,0
C107438,28,42,month-to-month,bank-transfer,no,no,10.13,0,0,0,19,1,66.39,2858.56,0
C107439,35,34,one-year,electronic-check,no,no,13.76,3,0,1,14,1,46.86,1647.77,0
C107440,45,12,one-year,electronic-check,no,no,8.05,0,1,0,13,2,64.14,895.06,0
C107441,36,46,two-year,mailed-check,no,no,,1,0,1,7,2,64.97,3051.14,0
C107442,36,41,month-to-month,bank-transfer,yes,no,11.57,1,0,0,10,3,94.29,3987.18,1
C107443,62,37,month-to-month,credit-card,no,no,13.37,0,0,0,18,0,67.49,2557.8,0
C107444,28,49,one-year,electronic-check,no,no,39.47,0,1,1,11,0,34.05,1729.22,0
C107445,52,62,two-year,credit-card,no,no,21.75,1,0,1,19,1,47.03,2996.24,0
C107446,25,10,one-year,electronic-check,yes,no,19.17,1,1,0,13,1,72.79,836.58,0
C107447,47,31,two-year,electronic-check,yes,no,51.36,2,0,1,12,0,59.32,1927.18,0
C107448,47,52,month-to-month,mailed-check,yes,no,28.87,0,0,1,11,0,64.27,3448.32,1
C107449,33,59,one-year,credit-card,yes,no,30.47,1,0,0,13,0,49.36,2929.34,1
C107450,24,56,month-to-month,mailed-check,no,no,25.24,0,1,0,14,2,66.58,3758.98,0
C107451,18,58,month-to-month,credit-card,no,no,40.1,0,0,0,18,1,57.78,3453.88,0
C107452,32,62,month-to-month,mailed-check,no,yes,44.25,1,0,1,18,1,36.04,2238.69,1
C107453,45,70,month-to-month,credit-card,yes,no,28.07,0,0,2,14,0,43.24,3077.4,0
C107454,26,44,month-to-month,credit-card,no,no,39.78,3,0,1,14,0,44.58,2048.69,0
C107455,40,18,one-year,bank-transfer,yes,yes,32.27,2,0,0,16,1,54.27,1024.0,0
C107456,21,41,two-year,bank-transfer,yes,no,28.82,0,1,2,12,0,45.05,,0
C107457,36,51,month-to-month,mailed-check,yes,no,17.97,1,1,1,24,3,65.98,3391.53,1
C107458,25,7,month-to-month,credit-card,no,no,13.11,2,1,1,13,0,52.95,435.5,0
C107459,38,55,month-to-month,bank-transfer,no,no,6.54,2,1,1,20,2,80.6,4519.54,1
C107460,33,39,month-to-month,electronic-check,no,no,60.58,0,0,0,18,1,34.09,1420.0,0
C107461,25,68,month-to-month,credit-card,yes,no,40.05,2,0,2,22,2,58.89,4079.29,0
C107462,31,15,one-year,bank-transfer,yes,no,16.63,1,0,0,12,2,65.94,1107.91,0
C107463,28,66,two-year,bank-transfer,yes,yes,5.49,2,0,0,8,2,50.86,3447.89,0
C107464,23,32,month-to-month,bank-transfer,no,yes,32.41,0,0,0,11,0,70.23,2347.66,0
C107465,52,41,one-year,electronic-check,no,no,18.43,1,1,0,20,0,42.77,1766.86,0
C107466,35,48,one-year,mailed-check,yes,no,41.44,0,0,2,19,1,75.28,3740.27,0
C107467,18,42,month-to-month,electronic-check,yes,no,10.92,0,0,1,17,0,46.15,1959.51,0
C107468,32,65,month-to-month,credit-card,no,no,16.16,1,3,0,14,0,71.15,4686.39,0
C107469,50,12,month-to-month,bank-transfer,yes,no,19.84,0,0,2,16,0,45.99,576.44,0
C107470,30,53,month-to-month,credit-card,yes,no,35.46,0,1,0,12,2,63.83,3457.78,0
C107471,57,71,two-year,electronic-check,no,no,13.96,1,1,0,12,2,72.3,5180.85,0
C107472,29,16,month-to-month,credit-card,no,no,32.69,0,0,0,13,0,74.92,1217.45,0
C107473,45,18,month-to-month,mailed-check,no,no,6.9,1,0,1,13,3,91.07,1832.69,1
C107474,51,34,month-to-month,mailed-check,yes,no,21.9,0,0,1,17,2,68.57,2355.37,0
C107475,44,52,month-to-month,credit-card,no,no,55.5,0,2,1,19,0,60.41,3249.62,1
C107476,23,70,two-year,bank-transfer,yes,no,70.68,2,0,1,21,1,58.66,4203.18,0
C107477,28,58,month-to-month,credit-card,yes,no,45.95,1,0,0,10,1,84.02,4979.61,1
C107478,53,57,one-year,bank-transfer,yes,yes,5.35,0,0,0,12,3,96.12,5569.34,1
C107479,29,32,month-to-month,electronic-check,yes,no,20.41,3,0,0,13,1,65.84,,0
C107480,51,47,month-to-month,mailed-check,yes,no,22.39,1,0,1,20,1,66.83,3217.46,0
C107481,34,15,month-to-month,credit-card,yes,no,42.23,1,0,0,19,0,49.86,842.61,0
C107482,41,33,two-year,mailed-check,yes,no,24.84,2,0,1,15,2,71.97,2472.0,0
C107483,22,13,month-to-month,bank-transfer,yes,no,10.33,1,0,1,14,3,91.78,1290.09,1
C107484,32,1,one-year,electronic-check,no,no,46.42,0,0,1,16,2,78.97,217.26,0
C107485,28,62,month-to-month,mailed-check,yes,no,65.14,0,0,0,17,2,67.02,4251.63,0
C107486,42,58,one-year,credit-card,yes,no,38.11,0,0,1,12,2,46.28,2726.14,0
C107487,40,37,one-year,credit-card,no,no,13.49,1,1,1,17,2,83.45,3199.09,1
C107488,45,1,one-year,electronic-check,no,no,74.93,0,0,0,18,3,86.31,,1
C107489,33,6,month-to-month,electronic-check,yes,yes,40.38,2,1,2,25,1,76.79,489.21,1
C107490,28,8,month-to-month,electronic-check,yes,yes,36.13,1,0,0,16,2,51.21,544.31,0
C107491,41,52,two-year,electronic-check,yes,no,63.37,0,1,1,21,1,70.77,3773.9,1
C107492,27,14,one-year,credit-card,yes,no,41.11,1,0,0,21,0,54.98,734.93,0
C107493,52,18,month-to-month,mailed-check,yes,no,20.99,1,0,1,14,0,50.87,1001.42,0
C107494,38,62,month-to-month,electronic-check,yes,yes,58.36,0,1,0,14,1,82.59,5252.14,0
C107495,35,63,month-to-month,credit-card,yes,no,11.25,0,0,0,14,0,46.91,3034.33,0
C107496,45,55,month-to-month,credit-card,yes,no,13.01,2,1,1,9,0,72.08,4085.72,0
C107497,38,22,month-to-month,mailed-check,no,no,15.5,2,1,1,3,0,81.99,1908.25,1
C107498,19,42,month-to-month,credit-card,yes,no,25.4,0,0,2,17,1,50.71,2159.17,0
C107499,26,14,month-to-month,mailed-check,no,no,28.07,0,0,0,13,0,45.74,703.7,0
C107500,52,62,one-year,electronic-check,yes,no,19.98,0,0,1,15,3,79.55,5065.58,0
C107501,40,6,two-year,credit-card,yes,no,20.73,0,0,1,19,1,65.56,506.49,0
C107502,19,54,one-year,electronic-check,yes,no,29.03,0,0,3,15,2,90.49,4940.95,0
C107503,43,37,month-to-month,credit-card,yes,no,11.27,1,0,2,12,1,77.09,2982.57,1
C107504,32,55,one-year,bank-transfer,yes,no,34.09,0,1,2,18,1,58.55,3267.37,0
C107505,29,32,month-to-month,credit-card,no,no,2.38,2,1,0,15,2,64.07,2111.26,1
C107506,25,11,one-year,electronic-check,yes,no,23.07,0,0,1,12,2,67.36,812.11,0
C107507,51,54,month-to-month,mailed-check,yes,no,15.41,1,1,1,17,0,58.53,3292.87,0
C107508,18,46,month-to-month,credit-card,no,no,72.99,0,2,0,19,0,45.61,2094.98,0
C107509,29,33,one-year,credit-card,yes,no,18.86,1,0,1,23,2,58.82,1988.82,0
C107510,40,27,month-to-month,credit-card,yes,no,25.48,1,0,0,13,0,47.49,1355.93,1
C107511,58,25,one-year,electronic-check,no,yes,19.56,0,0,0,19,3,69.19,1805.43,0
C107512,46,35,one-year,bank-transfer,yes,no,9.64,0,0,2,13,2,74.38,2683.45,0
C107513,29,19,month-to-month,mailed-check,yes,yes,9.31,0,0,0,12,1,41.11,863.43,0
C107514,57,20,month-to-month,electronic-check,no,no,7.94,2,1,1,19,0,50.34,1012.73,1
C107515,23,20,one-year,mailed-check,yes,yes,22.83,0,0,1,14,2,59.19,1228.6,0
C107516,42,0,one-year,bank-transfer,no,no,18.31,0,1,1,11,1,65.41,,1
C107517,45,67,two-year,mailed-check,yes,no,5.26,1,1,0,16,1,48.97,3301.71,0
C107518,28,17,month-to-month,electronic-check,yes,no,66.93,1,1,1,13,0,62.9,1144.81,0
C107519,47,12,two-year,credit-card,yes,no,36.14,0,0,1,13,0,55.07,707.44,0
C107520,33,11,month-to-month,credit-card,no,no,25.84,0,0,0,16,0,73.6,,0
C107521,47,72,month-to-month,mailed-check,yes,yes,3.45,0,1,2,15,1,67.36,4887.4,1
C107522,18,34,one-year,credit-card,yes,yes,30.45,0,0,0,14,0,54.46,1876.78,0
C107523,43,23,month-to-month,credit-card,yes,no,24.83,0,0,0,16,0,55.81,1378.42,0
C107524,34,29,month-to-month,electronic-check,yes,no,41.13,2,0,0,11,2,72.33,2144.34,1
C107525,53,6,month-to-month,bank-transfer,yes,no,13.22,0,1,0,15,0,48.63,388.81,0
C107526,38,22,two-year,credit-card,no,no,16.16,0,0,0,8,1,63.71,1445.15,1
C107527,54,18,two-year,bank-transfer,no,no,27.56,1,0,0,14,1,57.0,1105.26,0
C107528,45,58,two-year,electronic-check,yes,no,15.67,2,1,0,17,0,51.61,3061.3,0
C107529,37,4,month-to-month,bank-transfer,yes,no,30.17,0,0,0,18,1,59.9,305.16,0
C107530,48,31,month-to-month,credit-card,yes,no,9.41,0,1,0,13,3,78.5,2546.78,1
C107531,49,57,two-year,bank-transfer,yes,no,21.55,0,1,2,18,2,75.34,4380.99,0
C107532,45,60,month-to-month,electronic-check,yes,yes,13.39,0,0,0,11,1,70.37,4323.59,0
C107533,18,37,month-to-month,electronic-check,no,no,39.78,2,0,2,12,3,88.35,3307.26,1
C107534,27,16,month-to-month,credit-card,yes,no,77.4,0,0,1,18,1,61.16,1000.77,0
C107535,56,24,one-year,mailed-check,yes,no,65.51,0,0,1,21,2,56.09,1384.68,0
C107536,24,16,one-year,credit-card,no,no,4.64,0,1,1,11,0,64.6,1061.94,1
C107537,50,48,month-to-month,mailed-check,yes,no,31.98,1,0,1,21,0,82.76,4069.34,1
C107538,47,21,month-to-month,credit-card,no,yes,13.22,3,1,0,17,1,74.19,1636.8,0
C107539,30,46,one-year,electronic-check,no,no,9.19,1,0,0,14,2,73.93,3534.24,0
C107540,18,47,one-year,credit-card,yes,no,31.38,1,1,1,11,1,69.42,3362.55,0
C107541,32,68,month-to-month,credit-card,no,no,9.19,0,1,1,11,1,65.18,4479.89,0
